variant,seed,rid,top1,rr
reform,42,4,1.0,1.0
reform,42,9,0.0,0.5
reform,42,13,1.0,1.0
reform,42,14,1.0,1.0
reform,42,29,1.0,1.0
reform,42,30,1.0,1.0
reform,42,33,0.0,0.0
reform,42,38,0.0,0.2
reform,42,42,0.0,0.0
reform,42,50,1.0,1.0
reform,42,53,1.0,1.0
reform,42,58,0.0,0.5
reform,42,62,0.0,0.25
reform,42,64,1.0,1.0
reform,42,65,1.0,1.0
reform,42,73,0.0,0.25
reform,42,77,1.0,1.0
reform,42,88,1.0,1.0
reform,42,89,0.0,0.3333333333333333
reform,43,2,0.0,0.25
reform,43,8,0.0,0.0
reform,43,12,1.0,1.0
reform,43,15,0.0,0.0
reform,43,26,1.0,1.0
reform,43,29,1.0,1.0
reform,43,33,0.0,0.0
reform,43,37,0.0,0.0
reform,43,39,1.0,1.0
reform,43,42,0.0,0.0
reform,43,49,0.0,0.5
reform,43,60,0.0,0.0
reform,43,62,0.0,0.25
reform,43,77,1.0,1.0
reform,43,80,1.0,1.0
reform,43,84,0.0,0.0
reform,43,89,0.0,0.2
reform,43,90,1.0,1.0
reform,43,91,1.0,1.0
reform,44,8,0.0,0.0
reform,44,10,0.0,0.0
reform,44,14,1.0,1.0
reform,44,15,0.0,0.0
reform,44,22,0.0,0.5
reform,44,26,1.0,1.0
reform,44,32,0.0,0.0
reform,44,44,0.0,0.0
reform,44,45,0.0,0.0
reform,44,50,1.0,1.0
reform,44,51,1.0,1.0
reform,44,56,0.0,0.5
reform,44,60,0.0,0.0
reform,44,66,0.0,0.5
reform,44,76,1.0,1.0
reform,44,81,0.0,0.0
reform,44,82,0.0,0.0
reform,44,90,1.0,1.0
reform,44,93,0.0,0.0
reform,45,3,1.0,1.0
reform,45,9,0.0,0.5
reform,45,12,1.0,1.0
reform,45,17,0.0,0.0
reform,45,26,1.0,1.0
reform,45,32,0.0,0.0
reform,45,35,1.0,1.0
reform,45,38,0.0,0.2
reform,45,45,0.0,0.0
reform,45,49,0.0,0.25
reform,45,51,1.0,1.0
reform,45,61,1.0,1.0
reform,45,62,0.0,0.25
reform,45,70,0.0,0.5
reform,45,71,0.0,0.0
reform,45,72,1.0,1.0
reform,45,75,1.0,1.0
reform,45,87,0.0,0.0
reform,45,88,1.0,1.0
reform,46,3,1.0,1.0
reform,46,4,1.0,1.0
reform,46,5,1.0,1.0
reform,46,15,0.0,0.0
reform,46,23,0.0,0.3333333333333333
