variant,seed,top1,mrr@5,map@5,ndcg@5,recall@1,recall@5,precision@5,f1@5,coverage,sel_acc@80,micro_precision@1,micro_recall@1,micro_precision@5,micro_recall@5,conf_thr,gap_thr,n_test
reranker,42,0.38461538461538464,0.5153846153846154,0.2294871794871795,0.30964867401316987,0.16025641025641024,0.291025641025641,0.15384615384615383,0.2012857459543338,0.7692307692307693,0.5,0.38461538461538464,0.1111111111111111,0.15384615384615385,0.2222222222222222,-4.8787760734558105,0.0,13.0
reranker,43,0.3076923076923077,0.47435897435897434,0.3384615384615385,0.4219819902854356,0.12893772893772895,0.47057387057387057,0.2461538461538462,0.32322893460883245,0.8461538461538461,0.36363636363636365,0.3076923076923077,0.08,0.24615384615384617,0.32,-7.656038284301758,0.0,13.0
reranker,44,0.6153846153846154,0.6666666666666666,0.33871794871794864,0.4391588207357949,0.21184371184371184,0.3923687423687424,0.2461538461538462,0.3025204645244803,0.6923076923076923,0.6666666666666666,0.6153846153846154,0.16666666666666666,0.24615384615384617,0.3333333333333333,-3.684793472290039,0.0,13.0
reranker,45,0.38461538461538464,0.5128205128205129,0.3,0.39303294192817356,0.1474358974358974,0.4094017094017094,0.23076923076923084,0.2951627811440896,0.6153846153846154,0.625,0.38461538461538464,0.10869565217391304,0.23076923076923078,0.32608695652173914,-3.684793472290039,0.0,13.0
reranker,46,0.6153846153846154,0.7115384615384616,0.4099358974358974,0.5043411572681997,0.2788461538461538,0.4705128205128205,0.2461538461538462,0.3232145314435118,0.7692307692307693,0.8,0.6153846153846154,0.17777777777777778,0.24615384615384617,0.35555555555555557,-4.8787760734558105,0.0,13.0
reranker,47,0.38461538461538464,0.5064102564102564,0.2894230769230769,0.3701682337878192,0.16666666666666666,0.3807692307692308,0.20000000000000004,0.2622516556291391,0.6923076923076923,0.5555555555555556,0.38461538461538464,0.1388888888888889,0.2,0.3611111111111111,-4.8787760734558105,0.0,13.0
reranker,48,0.46153846153846156,0.5512820512820512,0.3438461538461539,0.4194941916825345,0.19444444444444445,0.40555555555555556,0.2461538461538462,0.306360655737705,0.5384615384615384,0.5714285714285714,0.46153846153846156,0.13333333333333333,0.24615384615384617,0.35555555555555557,-4.001104831695557,0.0,13.0
reranker,49,0.46153846153846156,0.5512820512820512,0.2897435897435897,0.38216210166473397,0.1623931623931624,0.3978632478632479,0.20000000000000004,0.2661901358112938,0.8461538461538461,0.5454545454545454,0.46153846153846156,0.13953488372093023,0.2,0.3023255813953488,-4.8787760734558105,0.0,13.0
reranker,50,0.23076923076923078,0.33589743589743587,0.17521367521367517,0.25473923032450435,0.0405982905982906,0.29914529914529914,0.1846153846153846,0.2283229138352813,0.6153846153846154,0.375,0.23076923076923078,0.06976744186046512,0.18461538461538463,0.27906976744186046,-4.153067588806152,0.0,13.0
reranker,51,0.5384615384615384,0.6794871794871794,0.422051282051282,0.519985091127025,0.24175824175824176,0.50989010989011,0.27692307692307694,0.35891706059303824,0.5384615384615384,0.5714285714285714,0.5384615384615384,0.16279069767441862,0.27692307692307694,0.4186046511627907,-3.442995309829712,0.0,13.0
reranker,52,0.5384615384615384,0.5641025641025641,0.32564102564102565,0.40264494241767756,0.18956043956043958,0.37271062271062266,0.2153846153846154,0.27300385693409673,0.38461538461538464,0.8,0.5384615384615384,0.1076923076923077,0.2153846153846154,0.2153846153846154,-4.0085554122924805,0.0,13.0
reranker,53,0.46153846153846156,0.6307692307692307,0.35461538461538455,0.48172078499516197,0.16923076923076924,0.4626984126984128,0.3384615384615385,0.3909471919530596,1.0,0.46153846153846156,0.46153846153846156,0.08450704225352113,0.3384615384615385,0.30985915492957744,-7.656038284301758,0.0,13.0
reranker,54,0.46153846153846156,0.6243589743589744,0.3586538461538462,0.46262854184209434,0.21089743589743587,0.48846153846153845,0.2461538461538462,0.32734595247684256,0.8461538461538461,0.5454545454545454,0.46153846153846156,0.13333333333333333,0.24615384615384617,0.35555555555555557,-5.0014495849609375,0.0,13.0
reranker,55,0.38461538461538464,0.541025641025641,0.34444444444444444,0.437891431296516,0.2243589743589744,0.46324786324786327,0.24615384615384617,0.3214828544949027,0.9230769230769231,0.4166666666666667,0.38461538461538464,0.11363636363636363,0.24615384615384617,0.36363636363636365,-5.616701126098633,0.0,13.0
reranker,56,0.5384615384615384,0.6217948717948717,0.2576282051282051,0.3636665344238154,0.1315018315018315,0.3009157509157509,0.27692307692307694,0.2884213092770938,0.9230769230769231,0.5833333333333334,0.5384615384615384,0.12962962962962962,0.27692307692307694,0.3333333333333333,-5.966640949249268,0.0,13.0
reranker,57,0.38461538461538464,0.5384615384615384,0.40025641025641023,0.47150350211173764,0.2205128205128205,0.4602564102564103,0.27692307692307694,0.34579264214046823,0.6923076923076923,0.5555555555555556,0.38461538461538464,0.08928571428571429,0.27692307692307694,0.32142857142857145,-5.966640949249268,0.1,13.0
reranker,58,0.38461538461538464,0.5025641025641026,0.24128205128205124,0.330739521212918,0.13675213675213674,0.3260683760683761,0.20000000000000004,0.24792851340373684,0.7692307692307693,0.5,0.38461538461538464,0.11363636363636363,0.2,0.29545454545454547,-5.0014495849609375,0.0,13.0
reranker,59,0.5384615384615384,0.6730769230769231,0.409508547008547,0.49863499604965517,0.31089743589743585,0.4730769230769231,0.2461538461538462,0.3238173591114768,0.9230769230769231,0.5833333333333334,0.5384615384615384,0.14285714285714285,0.24615384615384617,0.32653061224489793,-7.656038284301758,0.0,13.0
reranker,60,0.23076923076923078,0.35512820512820514,0.18814102564102564,0.2709254887539265,0.07051282051282051,0.3294871794871795,0.18461538461538465,0.23663917130251297,0.5384615384615384,0.42857142857142855,0.23076923076923078,0.06382978723404255,0.18461538461538463,0.2553191489361702,-4.835364818572998,0.0,13.0
reranker,61,0.6153846153846154,0.6923076923076923,0.4602564102564103,0.5381199133845774,0.31025641025641026,0.5333333333333333,0.2461538461538462,0.33684210526315794,0.6153846153846154,0.875,0.6153846153846154,0.21621621621621623,0.24615384615384617,0.43243243243243246,-5.966640949249268,0.3,13.0
reranker,62,0.46153846153846156,0.5897435897435896,0.3777777777777777,0.4633098138650762,0.23076923076923078,0.4897435897435898,0.23076923076923078,0.3137147549958938,0.46153846153846156,0.8333333333333334,0.46153846153846156,0.15,0.23076923076923078,0.375,-3.4712772369384766,0.0,13.0
reranker,63,0.23076923076923078,0.3679487179487179,0.18301282051282053,0.2719827708717282,0.08333333333333333,0.3094017094017094,0.2,0.24295302013422823,0.9230769230769231,0.25,0.23076923076923078,0.06976744186046512,0.2,0.3023255813953488,-5.616701126098633,0.0,13.0
reranker,64,0.3076923076923077,0.4871794871794872,0.368974358974359,0.4529204213007382,0.1987179487179487,0.5645299145299145,0.18461538461538465,0.2782395015138883,0.7692307692307693,0.4,0.3076923076923077,0.1111111111111111,0.18461538461538463,0.3333333333333333,-6.765088081359863,0.0,13.0
reranker,65,0.23076923076923078,0.31025641025641026,0.12102564102564102,0.1783467005382127,0.04212454212454213,0.126007326007326,0.13846153846153847,0.1319411890049009,0.6153846153846154,0.25,0.23076923076923078,0.04918032786885246,0.13846153846153847,0.14754098360655737,-4.081959247589111,0.0,13.0
reranker,66,0.38461538461538464,0.5128205128205128,0.308974358974359,0.37816249277952446,0.1955128205128205,0.3641025641025641,0.18461538461538468,0.2450035945363049,0.8461538461538461,0.45454545454545453,0.38461538461538464,0.12195121951219512,0.18461538461538463,0.2926829268292683,-5.881755352020264,0.0,13.0
reranker,67,0.23076923076923078,0.33333333333333337,0.2423076923076923,0.2950992052155973,0.07692307692307693,0.34615384615384615,0.13846153846153847,0.1978021978021978,0.5384615384615384,0.42857142857142855,0.23076923076923078,0.10714285714285714,0.13846153846153847,0.32142857142857145,-5.448358058929443,0.0,13.0
reranker,68,0.38461538461538464,0.47435897435897434,0.258974358974359,0.3442256888468587,0.13186813186813187,0.35347985347985345,0.1846153846153846,0.2425511860501649,0.46153846153846156,0.6666666666666666,0.38461538461538464,0.07575757575757576,0.18461538461538463,0.18181818181818182,-3.607079029083252,0.05,13.0
reranker,69,0.3076923076923077,0.4487179487179487,0.26205128205128203,0.350446332115115,0.1282051282051282,0.3679487179487179,0.21538461538461537,0.27171597633136096,0.6153846153846154,0.375,0.3076923076923077,0.0625,0.2153846153846154,0.21875,-4.00447940826416,0.0,13.0
reranker,70,0.23076923076923078,0.3589743589743589,0.2664957264957265,0.32102183554683256,0.12637362637362637,0.356043956043956,0.1692307692307692,0.22941744448020596,0.5384615384615384,0.2857142857142857,0.23076923076923078,0.08571428571428572,0.16923076923076924,0.3142857142857143,-4.081959247589111,0.0,13.0
